_id,number,country,date,narrative,town,location,deaths,deaths_min,deaths_max,civilians,injuries,children,tweet_id,bureau_id,bij_summary_short,bij_link,target,lat,lon,names/0
55c79e711cbee48856a30886,1,Yemen,2002-11-03T00:00:00.000Z,"In the first known US targeted assassination using a drone, a CIA Predator struck a car, killing 6 people.",,Marib Province,6,6,6,0,,,278544689483890688,YEM001,"In the first known US targeted assassination using a drone, a CIA Predator struck a car killing six al Qaeda suspects.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,15.47467,45.322755,"Qa'id Salim Sinan al-Harithi, Abu Ahmad al-Hijazi, Salih Hussain Ali al-Nunu, Awsan Ahmad al-Tarihi, Munir Ahmad Abdallah al-Sauda, Adil Nasir al-Sauda'"
55c79e711cbee48856a30887,2,Pakistan,2004-06-17T00:00:00.000Z,"The first known fatal US drone strike inside Pakistan killed 6-8 people, including 2 children.",Wana,South Waziristan,6-8,6,8,2,1,2,278544750867533824,B1,"First known drone strike in Pakistan kills at least six, including infamous Taliban leader Nek Mohammad and two children. Wana, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Nek Mohammed,32.30512565,69.57624435,"Nek Mohammad, Fakhar Zaman, Azmat Khan, Marez Khan, Shahrukh Khan, Leetak, Sher Zaman Ashrafkhel"
55c79e711cbee48856a30888,3,Pakistan,2005-05-08T00:00:00.000Z,2 people killed in a Predator strike which reportedly targeted Haitham al-Yemeni's mobile phone.,Toorikhel,North Waziristan,2,2,2,,,,278544812255367168,B2,"Two killed, including Haitham al-Yemeni an al Qaeda explosives expert, near Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Haitham al-Yemeni,32.98677989,70.26082993,"Haitham al-Yemeni, Samiullah Khan"
55c79e721cbee48856a30889,4,Pakistan,2005-11-05T00:00:00.000Z,"A failed strike destroyed Abu Hamza Rabia's house and killed 8 people, including 3 young girls.",Mosaki,North Waziristan,8,8,8,3-8,1,3,278544854483628032,B3,"Failed strike against Abu Hamza Rabia (""al Qaeda's Number 3"") kills eight including three children.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abu Hamza Rabia,32.99988191,70.34082413,
55c79e721cbee48856a3088a,5,Pakistan,2005-12-01T00:00:00.000Z,"5 people were killed, including 2 children, when drones fired on a house 'for about 8 minutes.'",Haisori,North Waziristan,5,5,5,2,,2,278544895789133825,B4,"Syrian Abu Hamza Rabia, the senior al Qaeda operative targeted in B3, was killed with two other foreign militants and two boys, aged eight and 17.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abu Hamza Rabia,33.00866349,70.04196167,"Abu Hamza Rabia, Suleiman al-Moghrabi, Amer Azizi, Noor Aziz, Abdul Wasit"
55c79e721cbee48856a3088b,6,Pakistan,2006-01-06T00:00:00.000Z,8 people were reported killed including 2 women and 1 child.,Saidgai,North Waziristan,8,8,8,3-4,9,1,278544937409200129,B4c,"An attack on an unnamed alleged al Qaeda official left eight killed, including two women and at least one child.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,33.09499311,70.05912781,
55c79e721cbee48856a3088c,7,Pakistan,2006-01-13T00:00:00.000Z,"18 civilians, including 6 children, were killed when a US Predator fired on 3 houses.",Damadola,Bajaur Agency,13-22,13,22,10-18,,5,278545016044011520,B5,"A strike targeted a possible militant commanders' meeting. But main target Ayman al Zawahiri was absent. Up to 22 people died, most or all civilians, including at least five children.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Ayman al-Zawahiri; Abu Khabab al-Masri; Abd Rahman al-Masri al-Maghribi; Abu Ubeidah al-Masri; Marwan al-Suri; Khalid Habib; Abdul Hadi al-Iraqi,34.81549453,71.4969635,
55c79e721cbee48856a3088d,8,Pakistan,2006-10-30T00:00:00.000Z,"80-83 civilians, including 69 children, reported killed.",Chenegai,Bajaur Agency,81-83,81,83,80-82,3,69,278545055214612482,B6,"An attack on a madrassa (allegedly a ""Taliban training camp"") killed 81-83, including at least 69 children.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Maulvi Liaqat,34.83634999,71.49215698,"Maulvi Liaqat, Mohammad Tahir (16), Maulvi Khaleefa, Azizul Wahab (15), Fazal Wahab (16), Ziauddin (16), Mohammad Yunus (16), Fazal Hakim (19), Ilyas (13), Sohail (07), Asadullah (09), Shoaib (08), Khalilullah (09), Noor Mohammad (08), Khalid (12), Saifullah (09), Razi Mohammad (16), Mashooq Jan (15), Nawab (17), Sultanat Khan (16), Mohammad Yaas Khan (16), Qari Alamzeb (14), Ghulam Nabi (21), Ziaur Rahman (17), Abdullah (18), Ikramullah (17), Inayatur Rahman (16), Shahbuddin (15), Yahya Khan (16), Rahatullah, (17), Khan (21), Mohammad Salim (11), Shahjehan (15), Gul Sher Khan (15), Bakht Muneer (14), Numair (14), Mashooq Khan (16), Ihsanullah (16), Luqman (12), Salman (16), Jannatullah (13), Ismail (12), Taseel Khan (18), Zaheeruddin (16), Qari Ishaq (19), Jamshed Khan (14), Alam Nabi (11), Qari Abdul Karim (19), Rahmatullah (14), Abdus Samad (17), Siraj (16), Saeedullah (17), Abdul Waris (16), Darvesh (13), Ameer Said (15), Shaukat (14), Inayatur Rahman (17), Ziaur Rahman (13), Noor Mohammad (15), Naeemullah (17),        Hizbullah (10), Kitab Gul (12), Wilayat Khan (11), Zabihullah (16), Shehzad Gul (11), Shabir (15), Qari Sharifullah (17), Shafiullah (16), Nimatullah (14), Shakirullah (16), Talha (08), Jamroz Khan, Fazal Wahab (18), Rahman (13), Wali-ur-Rahman (17), Iftikhar (17), Inayatullah (15), Adnan (16), Najibullah (13)"
55c79e721cbee48856a3088e,9,Pakistan,2007-01-16T00:00:00.000Z,"8 people, many thought to be innocent woodcutters, were killed in a likely drone/helicopter strike.",Zamazola,South Waziristan,8,8,8,8,,0-1,278545097790980096,B7,"Initial claims of 30 Taliban killed were lowered to eight deaths, who villagers insist were all innocent woodcutters.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.83575063,69.55581665,"Katoor Khan, Taj Alam"
55c79e721cbee48856a3088f,10,Pakistan,2007-04-27T00:00:00.000Z,An attack on a religious school killed four people and injured three.,Saidgai,North Waziristan,3-4,3,4,4,9,,278545157916356608,B8,"Attack on a house and madrassa killed 3-4, reportedly all named civilians.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Maulvi Noor Mohammed,33.09499311,70.05912781,
55c79e721cbee48856a30890,11,Pakistan,2007-06-19T00:00:00.000Z,"20-50 people, including children, were killed in an attack on a school and several houses.",Mami Rogha,North Waziristan,20-34,20,34,0-34,15,Possibly,278545199360245760,B9,"20-34 killed in attack on a madrassa, including 'foreigners'. All killed could have been civilians and one report said children were among the dead.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.98879572,70.28743744,
55c79e721cbee48856a30891,12,Pakistan,2007-11-02T00:00:00.000Z,A missile fired from an unmanned aerial drone killed 5 and wounded 6 others.,Danda Darpakhel,North Waziristan,5-10,5,10,,12,,278545281103052800,B10,CIA drone strike kills 5-10 alleged Haqqani Network militants.,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Jalalludin Haqqani,33.020179,70.07286072,
55c79e721cbee48856a30892,13,Pakistan,2007-12-03T00:00:00.000Z,A US drone fired at least 2 missiles early Wednesday morning at a house near North Waziristan.,Jani Khel,Bannu Frontier,Unknown,0,0,,1,,278545321959768064,B11,"Strike injures Egyptian al Qaeda leader and ideologue Shaykh Issa al-Masri, Details later emerge via leaked US intelligence document. ",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Shaykh Issa al-Masri,32.80285902,70.48690796,
55c79e721cbee48856a30893,14,Pakistan,2008-01-29T00:00:00.000Z,"5 civilians, including 3 children, were reported dead in a strike that killed 12-14 people.",Mir Ali,North Waziristan,12-15,12,15,4-6,1,3,278545359465238529,B12,"Abu Laith al-Libi, a senior al Qaeda figure, was killed along with 12-15 others.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abu Laith al-Libi,32.95826549,70.24108887,
55c79e721cbee48856a30894,15,Pakistan,2008-02-28T00:00:00.000Z,A 2am attack on a house killed up to 13 people.,Azam Warsak,South Waziristan,8-13,8,13,0-5,16,,278545406126850048,B13,"At least 8 killed, including possibly students, in strike on a madrassa.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.30222379,69.40544128,
55c79e721cbee48856a30895,16,Pakistan,2008-03-16T00:00:00.000Z,12-15 people were killed in a strike outside Waziristan that destroyed a house and a mosque.,Dhook Pir Bagh,South Waziristan,12-20,12,20,0-4,9,,278545499399790592,B14,At least 12 alleged militants in an attack on the home of tribal elder Noorullah Wazir.,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.30802742,69.45762634,
55c79e721cbee48856a30896,17,Pakistan,2008-05-14T00:00:00.000Z,18 people were killed when 2 missiles hit a house in the village of Damadola.,Damadola,Bajaur Agency,12-20,12,20,4-6,9,3,278545545218383872,B15,"Failed attack on Abu Sulayman al Jazairi, an al Qaeda weapons expert, kills at least 12 in a rare strike outside Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abu Sulayman al-Jazairi,34.81549453,71.4969635,
55c79e721cbee48856a30897,18,Pakistan,2008-06-14T00:00:00.000Z,1 person was killed as unmanned US drones fired three guided missiles at a house.,Makeen,South Waziristan,1,1,1,,,,278545584460288000,B16,"One killed in strike on Makeen, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Baitullah Mehsud,32.62780989,69.84283447,
55c79e721cbee48856a30898,19,Pakistan,2008-07-28T00:00:00.000Z,"A strike on a seminary killed al Qaeda's chemical weapons team, plus 2 young boys and their mom.",Zeralita,South Waziristan,6-12,6,12,1-5,3,3,278545687979900928,B17,"A strike on a seminary killed al Qaeda's ""chemical weapons team"", one woman and up to three boys.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abu Khabab al-Masri,32.28655215,69.43222046,
55c79e721cbee48856a30899,20,Pakistan,2008-08-12T00:00:00.000Z,"2 pilotless planes fired 4 hellfire missiles at about 10pm, killing between 13 and 25 people.",Bhaggar,South Waziristan,13-25,13,25,0-5,4,Possibly,278545723862159360,B18,"At least 13 killed, including two named Taliban. Women and children reported among casualties. Bhagar, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abdul Rehman,32.30280417,69.32510376,
55c79e721cbee48856a3089a,21,Pakistan,2008-08-20T00:00:00.000Z,"Two missiles hit a house owned by a local tribesman, killing between 8 and 12 people.",Zari Noor,South Waziristan,8-12,8,12,Unknown,5,,278545762823053313,B19,8-12 people killed in attack on alleged militant house.,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.29758063,69.60062027,
55c79e721cbee48856a3089b,22,Pakistan,2008-08-27T00:00:00.000Z,"A predator drone missed its target, hitting Sardali Khan's house, wounding a woman and 3 kids.",Ganki Khel,South Waziristan,0,0,0,0,4,,278545805567201280,B20,Attack on al Qaeda-associated meeting killed none but injured four.,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.1723754,69.33147601,
55c79e721cbee48856a3089c,23,Pakistan,2008-08-30T00:00:00.000Z,"4 people, including 2 Canadians, were killed when a drone missile hit a house near Wana.",Korzai,South Waziristan,4-5,4,5,,4,,278545843206909952,B21,"Five killed including two Arab-Canadians. Korzai, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.3219546,69.52079773,
55c79e721cbee48856a3089d,24,Pakistan,2008-08-30T00:00:00.000Z,6 people were killed and 8 others injured in a mysterious missile attack on a residential area.,Miranshah,North Waziristan,6-8,6,8,2,8,Yes,278545880926265344,B22,"Woman and child killed along with four suspected militants, including two 'commanders'. Ghundi, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,33.0020414,70.06084442,
55c79e721cbee48856a3089e,25,Pakistan,2008-09-02T00:00:00.000Z,"No details are known about this strike, though it appears in a leaked US intelligence report.",Unknown,North Waziristan,4-10,4,10,,,,278545915269230592,B23,Attack in unknown location kills 4-10 alleged al Qaeda militants.,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abu Wafa al-Saudi,32.98677989,70.26082993,
55c79e721cbee48856a3089f,26,Pakistan,2008-09-04T00:00:00.000Z,5 people were killed when a drone fired 3 missiles at a house near the Afghan border.,Mohammad Khel,North Waziristan,5-7,5,7,,4,,278545956255956992,B24,"Named al Qaeda militant killed along with 4-6 others. Momadkhel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abu Wafa al-Saudi,32.99714649,69.72644806,
55c79e721cbee48856a308a0,27,Pakistan,2008-09-05T00:00:00.000Z,"Up to 7 civilians, all women and children, were reported killed in a US drone strike.",Gurwak,North Waziristan,5-12,5,12,7,,4,278545991664279552,B25,"Three women and four children killed in attack on two houses in Miranshah, North Waziristan. Five 'militants' also reported killed by some sources.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,33.03860068,69.53933716,
55c79e721cbee48856a308a1,28,Pakistan,2008-09-08T00:00:00.000Z,"Missiles fired by US drones killed 23 people, including 8 of the target's grandchildren.",Miranshah,North Waziristan,17-23,17,23,11-14,25,8,278546035700269057,B26,"At least 11 civilians, mostly girls, killed with six others including four named militants.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Jalalludin Haqqani,33.0020414,70.06084442,
55c79e721cbee48856a308a2,29,Pakistan,2008-09-12T00:00:00.000Z,An early morning attack on a former school killed between 10 and 15 people.,Tol Khel,North Waziristan,10-15,10,15,,14,,278546070982762496,B27,"10-15 alleged militants killed in Tol Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Qari Imran,33.00211338,70.0756073,
55c79e721cbee48856a308a3,30,Pakistan,2008-09-17T00:00:00.000Z,At least 5 people were killed in a suspected missile attack by a US drone.,Baghar Cheena,South Waziristan,4-7,4,7,,3,,278546105246023681,B28,"4-7 killed including possibly Abu Ubaydh Al Tunisi, identified as a High Value Target in a leaked US intelligence document.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.50339198,69.28459167,
55c79e721cbee48856a308a4,31,Pakistan,2008-09-30T00:00:00.000Z,"After tribesmen fired on 3 drones circling their village, a Predator killed up to 8 people.",Khushali,South Waziristan,4-8,4,8,0-8,9,,278546136686555136,B29,"4-8 killed, 9 injured in attack on Toorikhel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.96863543,70.35301208,
55c79e721cbee48856a308a5,32,Pakistan,2008-10-03T00:00:00.000Z,Two women and a child were killed in a 5:30am strike on 2 houses which also injured 5 men.,Datta Khel,North Waziristan,3,3,3,3,5,1,278546173269254144,B30,"Two women and a child killed in a strike on two houses in Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,33.151242,70.434707,
55c79e721cbee48856a308a6,33,Pakistan,2008-10-03T00:00:00.000Z,The second US drone strike of the day killed at least 20 people.,Datta Khel,North Waziristan,21,21,21,7-14,,3,278546211399667713,B31,"21 killed including a woman and a child. Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,33.151242,70.434707,
55c79e721cbee48856a308a7,34,Pakistan,2008-10-09T00:00:00.000Z,"Two missiles hit a house, killing 9 people.",Tati,North Waziristan,4-9,4,9,4-9,2,4-Mar,278546249148416000,B32,"4-9 people killed, including women and children.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Hafiz Sahar Gul,32.994267,70.1653862,
55c79e721cbee48856a308a8,35,Pakistan,2008-10-11T00:00:00.000Z,"Unmanned drones targeted a house on Saturday night, killing 4 people and injuring 2 others.",Miranshah,North Waziristan,4-5,4,5,0-5,2,,278546280647643136,B33,"The house of Rahmat Jahan is attacked killing five and wounding two. Miranshah, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,33.0020414,70.06084442,
55c79e721cbee48856a308a9,36,Pakistan,2008-10-16T00:00:00.000Z,A US Predator drone killed 6 people and wounded 5 others in the village of Sam.,Taparghai,South Waziristan,5-9,5,9,4,7,,278546312549498880,B34,"Named al Qaeda leader killed along with 4 militants and 4 civilians. Tapargai, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Khalid Habib,32.54131432,69.85279083,
55c79e721cbee48856a308aa,37,Pakistan,2008-10-23T00:00:00.000Z,"US drones struck a seminary on Thursday, killing 10 people and wounding 3.",Danda Darpakhel,North Waziristan,7-11,7,11,0-7,11,Possibly,278546342681403392,B35,"7-11 killed, possibly including children, in attack on Danda Darpakhel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,33.020179,70.07286072,
55c79e721cbee48856a308ab,38,Pakistan,2008-10-26T00:00:00.000Z,A missile from a US drone killed 20 people on Sunday.,Mandata,South Waziristan,15-20,15,20,4-9,2,0-3,278546374788792320,B36,"Failed strike on Haji Omar kills 15-20, including at least four civilians.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Maulvi Nazir,32.55100944,69.60783005,
55c79e721cbee48856a308ac,39,Pakistan,2008-10-31T00:00:00.000Z,"More than 20 people were killed when a drone fired 2 missiles, destroying a house near Mir Ali.",Asori,North Waziristan,4-25,4,25,0-20,0,,278546410444578816,B37,"Between 4 and 25 killed, possibly including civilians, in failed attack on al Qaeda targets. Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abu Jihad al-Masri; Abdur Rehman abu Akash,32.97583606,70.26906967,
55c79e721cbee48856a308ad,40,Pakistan,2008-10-31T00:00:00.000Z,"In the second strike of the day, US drones blew up a truck, killing between 4 and 12 people.",Kari Kot,South Waziristan,4-12,4,12,,30,,278546446343610371,B38,Up to 12 killed and Taliban leader Maulvi Nazir among 30 wounded.,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Maulvi Nazir,32.31760259,69.50054169,
55c79e721cbee48856a308ae,41,Pakistan,2008-11-07T00:00:00.000Z,"Up to 14 people were killed in a US drone strike, including 6 reported civilians.",Kumsham,North Waziristan,11-16,11,16,6,17,,278546482364313602,B39,"Up to 16 killed, including 'Westerners and US citizens'. Kumsham, Miramshah, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Hafiz Gul Bahadar,32.74396995,70.06736755,
55c79e721cbee48856a308af,42,Pakistan,2008-11-14T00:00:00.000Z,11-13 people were killed when a US drone struck a residential area in Shagai.,Garyom,North Waziristan,11-13,11,13,3-11,2,Yes,278546510952673280,B40,"11-13 killed including at least three civilians. Garyom, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Hakimullah Mehsud; Baitullah Mehsud,32.7028111,69.86875534,
55c79e721cbee48856a308b0,43,Pakistan,2008-11-19T00:00:00.000Z,A US drone strike in Bannu killed 4 people and injured 5 others.,Jani Khel,Bannu Frontier,4-6,4,6,,7,,278546543869566976,B41,Al Qaeda operative Abdullah Azzam al Saudi killed with up to five others in attack outside FATA which causes uproar.,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Abdullah Azzam al-Saudi,32.80285902,70.48690796,
55c79e721cbee48856a308b1,44,Pakistan,2008-11-22T00:00:00.000Z,A pre-dawn attack on a house in North Waziristan killed between 4 and 6 people.,Ali Khel,North Waziristan,4-6,4,6,,6,,278546582121615361,B42,"Two named militants and up to four others killed in Ali Khel, Miranshah, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Zubair al-Masri,32.98015615,70.06530762,
55c79e721cbee48856a308b2,45,Pakistan,2008-11-27T00:00:00.000Z,"5 people were killed in an attack on a moving vehicle Wednesday, caused by either an IED or a drone.",Wana,South Waziristan,5,5,5,,,,278546660429283328,B43,Drone strike destroys vehicle killing five alleged Pakistan Taliban.,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.30512565,69.57624435,
55c79e721cbee48856a308b3,46,Pakistan,2008-11-29T00:00:00.000Z,"A US drone fired a missile at a Professor's house, killing 2 or 3 people.",Chashma,North Waziristan,2-3,2,3,0-3,3,Possibly,278546693165834240,B44,"Two or three killed, possibly all civilians. Chashma, Miranshah, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.98649192,70.04608154,
55c79e721cbee48856a308b4,47,Pakistan,2008-12-05T00:00:00.000Z,3 people were killed in a missile attack by a suspected US drone.,Kateera,North Waziristan,3-4,3,4,,2,,278546734169333761,B45,"3-4 alleged Taliban killed in Kateera, Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.59125977,70.15396057,
55c79e721cbee48856a308b5,48,Pakistan,2008-12-11T00:00:00.000Z,"A missile, suspected to be from a pilotless US drone, killed 7 people on Thursday.",Azam Warsak,South Waziristan,6-7,6,7,0-7,,,278546769334386688,B46,"Six or seven killed, either some 'foreigners' or all civilians, Azam Warzak, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.30222379,69.40544128,
55c79e721cbee48856a308b6,49,Pakistan,2008-12-15T00:00:00.000Z,2 people were killed in a night-time strike that set a house on fire.,Tapi Tool,North Waziristan,2-3,2,3,0-2,3,,278546919876358144,B47,"At least two killed in Tapi Tool, Miran Shah, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.97958015,70.08590698,
55c79e721cbee48856a308b7,50,Pakistan,2008-12-22T00:00:00.000Z,"Two US drone missiles killed 8 in Karikot and Shin Warsak, causing huge fires in both villages",Kari Kot,South Waziristan,3,3,3,,5,,278546957289529344,B48,"Three killed in attack on a truck in Kari Kot, Wana, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Maulvi Nazir,32.31760259,69.50054169,
55c79e721cbee48856a308b8,51,Pakistan,2008-12-22T00:00:00.000Z,Between 2 and 4 people were killed and 4 injured in a further strike on an anti-aircraft truck.,Shin Warsak,South Waziristan,2-4,2,4,,4,,278547000440549377,B49,"At least two killed in attack on truck in Shin Warzak, Wana, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Maulvi Nazir,32.29337255,69.49728012,
55c79e721cbee48856a308b9,52,Pakistan,2009-01-01T00:00:00.000Z,A CIA drone strike killed up to 5 people in South Waziristan.,Kari Kot,South Waziristan,3-5,3,5,,2,,278547122054369280,B50,"Two named al Qaeda militants and up to thee other people killed in strike on vehicle, Kari Kot, Wana, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,32.31760259,69.50054169,
55c79e721cbee48856a308ba,53,Pakistan,2009-01-02T00:00:00.000Z,"In the final strike of Bush's presidency, an attack on an abandoned girls' school killed 3-4 people.",Madin Village,South Waziristan,3-4,3,4,,5,,278547164349739008,B51,"Three to four killed in last strike of Bush presidency.  Madin, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,Baitullah Mehsud,32.53986719,69.88197327,
55c79e721cbee48856a308bb,54,Pakistan,2009-01-23T00:00:00.000Z,"President Obama's first drone strike killed between 7 and 15 people, including 1 child.",Zharki,North Waziristan,7-15,7,15,7-11,1,1,278547217638367233,Ob1,"7 civilians and 4 or more militants reported killed in strike on house in Zharki, Mir Ali,North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,Baitullah Mehsud ally,32.95340416,70.26224613,
55c79e721cbee48856a308bc,55,Pakistan,2009-01-23T00:00:00.000Z,"Second strike of the day killed between 5 and 8 people, including 3 children.",Ganki Khel,South Waziristan,5-10,5,10,5-8,,3,278547253046685696,Ob2,"7-11 people killed, including several members of a family killed including at least three children in strike on wrong house in Dilfar, Wana, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,Maulvi Nazir,32.1723754,69.33147601,
55c79e721cbee48856a308bd,56,Pakistan,2009-02-14T00:00:00.000Z,"Two missiles fired from a US drone killed more than 30 people, including an 8-year old boy.",Narsi Khel,South Waziristan,26-35,26,35,9,15,1,278547289637801986,Ob3,"26-35 alleged militants and 8-year old boy killed in strike on house and madrassa in Zangari, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,Baitullah Mehsud,32.51613104,69.86515045,
55c79e721cbee48856a308be,57,Pakistan,2009-02-16T00:00:00.000Z,"25 killed, several injured in Central Kurram drone strikes.",Sur Pul,Kurram Agency,30-31,30,31,0,7,,278547319727726592,Ob4,"30-31 killed in a strike on a camp in Sarpal, Kurram Agency",http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,Bahram Khan Kochi,33.68035403,70.29361725,
55c79e721cbee48856a308bf,58,Pakistan,2009-03-01T00:00:00.000Z,Two missiles fired Sunday from American remotely piloted aircraft killed at least 8 people.,Sararogha,South Waziristan,7-12,7,12,,3,,278547352896274432,Ob5,"At least seven killed in an attack on alleged TTP facility in Sararogha, Wana, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,Baitullah Mehsud,32.48891359,70.00282288,
55c79e721cbee48856a308c0,59,Pakistan,2009-03-12T00:00:00.000Z,Missiles fired by an unmanned US drone killed at least 24 people and injured 30 others.,Barjo,Kurram Agency,14-25,14,25,Unknown,50,,278547387260231680,Ob6,"14-25 killed and 30-50 injured in attack on TTP camp in Barjo, Kurram Agency.",http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,Baitullah Mehsud,33.80197352,70.28022766,
55c79e721cbee48856a308c1,60,Pakistan,2009-03-15T00:00:00.000Z,"A missile suspected to have been fired by a US drone hit a house in Janikhel, killing 5 people.",Jani Khel,Bannu Frontier,2-5,2,5,,0,,278547424572755968,Ob7,"2-5 alleged militants killed in Sain Tanga, Janni Khel, Bannu.",http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,Taj Ali Khan,32.80285902,70.48690796,
55c79e721cbee48856a308c2,61,Pakistan,2009-03-25T00:00:00.000Z,Up to 8 people were killed in an attack on 2 cars as they were about to cross a bridge.,Makeen,South Waziristan,7-8,7,8,,5,,278547458034913281,Ob8,"7-8 alleged militants killed in attack on cars and house in Maken, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,Baitullah Mehsud,32.62780989,69.84283447,
55c79e721cbee48856a308c3,62,Pakistan,2009-03-26T00:00:00.000Z,"A suspected US drone aircraft fired two missiles into a house in Mir Ali, killing 4 people.",Sokhel,North Waziristan,4-5,4,5,0-5,5,,278547490964402176,Ob9,"4-5 militants or civilians killed in strike on house in Sokhel, Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,Abu Kasha,32.96661914,70.31747818,
